State,Measure Names,Year of Year,Measure Values
Oregon,Transit Fatalities,2019,2
Oregon,Recreational boating fatalities,2019,18
Oregon,Rail fatalities,2019,13
Oregon,Highway Fatalities,2019,493
Oregon,Transit Fatalities,2018,1
Oregon,Recreational boating fatalities,2018,17
Oregon,Rail fatalities,2018,8
Oregon,Highway Fatalities,2018,502
Oregon,Transit Fatalities,2017,6
Oregon,Recreational boating fatalities,2017,12
Oregon,Rail fatalities,2017,7
Oregon,Highway Fatalities,2017,439
Oregon,Transit Fatalities,2016,2
Oregon,Recreational boating fatalities,2016,19
Oregon,Rail fatalities,2016,8
Oregon,Highway Fatalities,2016,498
Oregon,Transit Fatalities,2015,1
Oregon,Recreational boating fatalities,2015,15
Oregon,Rail fatalities,2015,11
Oregon,Highway Fatalities,2015,446
Oregon,Transit Fatalities,2014,7
Oregon,Recreational boating fatalities,2014,7
Oregon,Rail fatalities,2014,14
Oregon,Highway Fatalities,2014,357
Oregon,Transit Fatalities,2013,3
Oregon,Recreational boating fatalities,2013,12
Oregon,Rail fatalities,2013,7
Oregon,Highway Fatalities,2013,313
Oregon,Transit Fatalities,2012,1
Oregon,Recreational boating fatalities,2012,19
Oregon,Rail fatalities,2012,11
Oregon,Highway Fatalities,2012,337
Oregon,Transit Fatalities,2011,3
Oregon,Recreational boating fatalities,2011,10
Oregon,Rail fatalities,2011,6
Oregon,Highway Fatalities,2011,331
Oregon,Transit Fatalities,2010,5
Oregon,Recreational boating fatalities,2010,11
Oregon,Rail fatalities,2010,8
Oregon,Highway Fatalities,2010,317
Pennsylvania,Transit Fatalities,2023,16
Pennsylvania,Recreational boating fatalities,2023,
Pennsylvania,Rail fatalities,2023,23
Pennsylvania,Highway Fatalities,2023,
Pennsylvania,Transit Fatalities,2022,19
Pennsylvania,Recreational boating fatalities,2022,9
Pennsylvania,Rail fatalities,2022,20
Pennsylvania,Highway Fatalities,2022,
Pennsylvania,Transit Fatalities,2021,18
Pennsylvania,Recreational boating fatalities,2021,9
Pennsylvania,Rail fatalities,2021,26
Pennsylvania,Highway Fatalities,2021,1230
Pennsylvania,Transit Fatalities,2020,17
Pennsylvania,Recreational boating fatalities,2020,11
Pennsylvania,Rail fatalities,2020,15
Pennsylvania,Highway Fatalities,2020,1129
Pennsylvania,Transit Fatalities,2019,16
Pennsylvania,Recreational boating fatalities,2019,8
Pennsylvania,Rail fatalities,2019,30
Pennsylvania,Highway Fatalities,2019,1059
Pennsylvania,Transit Fatalities,2018,15
Pennsylvania,Recreational boating fatalities,2018,14
Pennsylvania,Rail fatalities,2018,17
Pennsylvania,Highway Fatalities,2018,1190
Pennsylvania,Transit Fatalities,2017,14
Pennsylvania,Recreational boating fatalities,2017,15
Pennsylvania,Rail fatalities,2017,35
Pennsylvania,Highway Fatalities,2017,1137
Pennsylvania,Transit Fatalities,2016,16
Pennsylvania,Recreational boating fatalities,2016,11
Pennsylvania,Rail fatalities,2016,32
Pennsylvania,Highway Fatalities,2016,1188
Pennsylvania,Transit Fatalities,2015,12
Pennsylvania,Recreational boating fatalities,2015,4
Pennsylvania,Rail fatalities,2015,34
Pennsylvania,Highway Fatalities,2015,1200
Pennsylvania,Transit Fatalities,2014,9
Pennsylvania,Recreational boating fatalities,2014,21
Pennsylvania,Rail fatalities,2014,34
Pennsylvania,Highway Fatalities,2014,1195
Pennsylvania,Transit Fatalities,2013,11
Pennsylvania,Recreational boating fatalities,2013,17
Pennsylvania,Rail fatalities,2013,24
Pennsylvania,Highway Fatalities,2013,1210
Pennsylvania,Transit Fatalities,2012,9
Pennsylvania,Recreational boating fatalities,2012,11
Pennsylvania,Rail fatalities,2012,34
Pennsylvania,Highway Fatalities,2012,1310
Pennsylvania,Transit Fatalities,2011,11
Pennsylvania,Recreational boating fatalities,2011,22
Pennsylvania,Rail fatalities,2011,32
Pennsylvania,Highway Fatalities,2011,1286
Pennsylvania,Transit Fatalities,2010,10
Pennsylvania,Recreational boating fatalities,2010,7
Pennsylvania,Rail fatalities,2010,27
Pennsylvania,Highway Fatalities,2010,1324
Rhode Island,Transit Fatalities,2023,0
Rhode Island,Recreational boating fatalities,2023,
Rhode Island,Rail fatalities,2023,0
Rhode Island,Highway Fatalities,2023,
Rhode Island,Transit Fatalities,2022,0
Rhode Island,Recreational boating fatalities,2022,3
Rhode Island,Rail fatalities,2022,3
Rhode Island,Highway Fatalities,2022,
Rhode Island,Transit Fatalities,2021,0
Rhode Island,Recreational boating fatalities,2021,2
Rhode Island,Rail fatalities,2021,1
Rhode Island,Highway Fatalities,2021,63
Rhode Island,Transit Fatalities,2020,0
Rhode Island,Recreational boating fatalities,2020,2
Rhode Island,Rail fatalities,2020,0
Rhode Island,Highway Fatalities,2020,67
Rhode Island,Transit Fatalities,2019,0
Rhode Island,Recreational boating fatalities,2019,1
Rhode Island,Rail fatalities,2019,1
Rhode Island,Highway Fatalities,2019,57
Rhode Island,Transit Fatalities,2018,0
Rhode Island,Recreational boating fatalities,2018,1
Rhode Island,Rail fatalities,2018,2
Rhode Island,Highway Fatalities,2018,59
Rhode Island,Transit Fatalities,2017,0
Rhode Island,Recreational boating fatalities,2017,4
Rhode Island,Rail fatalities,2017,1
Rhode Island,Highway Fatalities,2017,84
Rhode Island,Transit Fatalities,2016,0
Rhode Island,Recreational boating fatalities,2016,0
Rhode Island,Rail fatalities,2016,1
Rhode Island,Highway Fatalities,2016,51
Rhode Island,Transit Fatalities,2015,1
Rhode Island,Recreational boating fatalities,2015,1
Rhode Island,Rail fatalities,2015,2
Rhode Island,Highway Fatalities,2015,45
Rhode Island,Transit Fatalities,2014,1
Rhode Island,Recreational boating fatalities,2014,3
Rhode Island,Rail fatalities,2014,0
Rhode Island,Highway Fatalities,2014,51
Rhode Island,Transit Fatalities,2013,1
Rhode Island,Recreational boating fatalities,2013,1
Rhode Island,Rail fatalities,2013,0
Rhode Island,Highway Fatalities,2013,65
Rhode Island,Transit Fatalities,2012,0
Rhode Island,Recreational boating fatalities,2012,3
Rhode Island,Rail fatalities,2012,1
Rhode Island,Highway Fatalities,2012,64
Rhode Island,Transit Fatalities,2011,1
Rhode Island,Recreational boating fatalities,2011,2
Rhode Island,Rail fatalities,2011,1
Rhode Island,Highway Fatalities,2011,66
Rhode Island,Transit Fatalities,2010,0
Rhode Island,Recreational boating fatalities,2010,2
Rhode Island,Rail fatalities,2010,0
Rhode Island,Highway Fatalities,2010,67
South Carolina,Transit Fatalities,2023,0
South Carolina,Recreational boating fatalities,2023,
South Carolina,Rail fatalities,2023,16
South Carolina,Highway Fatalities,2023,
South Carolina,Transit Fatalities,2022,0
South Carolina,Recreational boating fatalities,2022,22
South Carolina,Rail fatalities,2022,19
South Carolina,Highway Fatalities,2022,
South Carolina,Transit Fatalities,2021,0
South Carolina,Recreational boating fatalities,2021,18
South Carolina,Rail fatalities,2021,9
South Carolina,Highway Fatalities,2021,1198
South Carolina,Transit Fatalities,2020,0
South Carolina,Recreational boating fatalities,2020,25
South Carolina,Rail fatalities,2020,13
South Carolina,Highway Fatalities,2020,1066
South Carolina,Transit Fatalities,2019,0
South Carolina,Recreational boating fatalities,2019,15
South Carolina,Rail fatalities,2019,12
South Carolina,Highway Fatalities,2019,1006
South Carolina,Transit Fatalities,2018,0
South Carolina,Recreational boating fatalities,2018,16
South Carolina,Rail fatalities,2018,20
South Carolina,Highway Fatalities,2018,1036
South Carolina,Transit Fatalities,2017,3
South Carolina,Recreational boating fatalities,2017,13
South Carolina,Rail fatalities,2017,14
South Carolina,Highway Fatalities,2017,989
South Carolina,Transit Fatalities,2016,1
South Carolina,Recreational boating fatalities,2016,23
South Carolina,Rail fatalities,2016,7
South Carolina,Highway Fatalities,2016,1020
South Carolina,Transit Fatalities,2015,0
South Carolina,Recreational boating fatalities,2015,17
South Carolina,Rail fatalities,2015,17
South Carolina,Highway Fatalities,2015,979
South Carolina,Transit Fatalities,2014,0
South Carolina,Recreational boating fatalities,2014,14
South Carolina,Rail fatalities,2014,7
South Carolina,Highway Fatalities,2014,823
South Carolina,Transit Fatalities,2013,1
South Carolina,Recreational boating fatalities,2013,27
South Carolina,Rail fatalities,2013,15
South Carolina,Highway Fatalities,2013,767
South Carolina,Transit Fatalities,2012,0
South Carolina,Recreational boating fatalities,2012,14
South Carolina,Rail fatalities,2012,10
South Carolina,Highway Fatalities,2012,863
South Carolina,Transit Fatalities,2011,0
South Carolina,Recreational boating fatalities,2011,19
South Carolina,Rail fatalities,2011,10
South Carolina,Highway Fatalities,2011,828
South Carolina,Transit Fatalities,2010,1
South Carolina,Recreational boating fatalities,2010,27
South Carolina,Rail fatalities,2010,10
South Carolina,Highway Fatalities,2010,809
South Dakota,Transit Fatalities,2023,0
South Dakota,Recreational boating fatalities,2023,
South Dakota,Rail fatalities,2023,5
South Dakota,Highway Fatalities,2023,
South Dakota,Transit Fatalities,2022,0
South Dakota,Recreational boating fatalities,2022,0
South Dakota,Rail fatalities,2022,2
South Dakota,Highway Fatalities,2022,
South Dakota,Transit Fatalities,2021,0
South Dakota,Recreational boating fatalities,2021,2
South Dakota,Rail fatalities,2021,0
South Dakota,Highway Fatalities,2021,148
South Dakota,Transit Fatalities,2020,0
South Dakota,Recreational boating fatalities,2020,3
South Dakota,Rail fatalities,2020,1
South Dakota,Highway Fatalities,2020,141
South Dakota,Transit Fatalities,2019,0
South Dakota,Recreational boating fatalities,2019,5
South Dakota,Rail fatalities,2019,2
South Dakota,Highway Fatalities,2019,102
South Dakota,Transit Fatalities,2018,0
South Dakota,Recreational boating fatalities,2018,1
South Dakota,Rail fatalities,2018,1
South Dakota,Highway Fatalities,2018,130
South Dakota,Transit Fatalities,2017,0
South Dakota,Recreational boating fatalities,2017,0
South Dakota,Rail fatalities,2017,3
South Dakota,Highway Fatalities,2017,129
South Dakota,Transit Fatalities,2016,0
South Dakota,Recreational boating fatalities,2016,5
South Dakota,Rail fatalities,2016,0
South Dakota,Highway Fatalities,2016,116
South Dakota,Transit Fatalities,2015,0
South Dakota,Recreational boating fatalities,2015,4
South Dakota,Rail fatalities,2015,0
South Dakota,Highway Fatalities,2015,134
South Dakota,Transit Fatalities,2014,0
South Dakota,Recreational boating fatalities,2014,1
South Dakota,Rail fatalities,2014,2
South Dakota,Highway Fatalities,2014,136
South Dakota,Transit Fatalities,2013,0
South Dakota,Recreational boating fatalities,2013,1
South Dakota,Rail fatalities,2013,1
South Dakota,Highway Fatalities,2013,135
South Dakota,Transit Fatalities,2012,0
South Dakota,Recreational boating fatalities,2012,4
South Dakota,Rail fatalities,2012,1
South Dakota,Highway Fatalities,2012,133
South Dakota,Transit Fatalities,2011,0
South Dakota,Recreational boating fatalities,2011,2
South Dakota,Rail fatalities,2011,4
South Dakota,Highway Fatalities,2011,111
South Dakota,Transit Fatalities,2010,0
South Dakota,Recreational boating fatalities,2010,4
South Dakota,Rail fatalities,2010,1
South Dakota,Highway Fatalities,2010,140
Tennessee,Transit Fatalities,2023,1
Tennessee,Recreational boating fatalities,2023,
Tennessee,Rail fatalities,2023,20
Tennessee,Highway Fatalities,2023,
Tennessee,Transit Fatalities,2022,4
Tennessee,Recreational boating fatalities,2022,27
Tennessee,Rail fatalities,2022,14
Tennessee,Highway Fatalities,2022,
Tennessee,Transit Fatalities,2021,2
Tennessee,Recreational boating fatalities,2021,21
Tennessee,Rail fatalities,2021,13
Tennessee,Highway Fatalities,2021,1327
Tennessee,Transit Fatalities,2020,3
Tennessee,Recreational boating fatalities,2020,30
Tennessee,Rail fatalities,2020,25
Tennessee,Highway Fatalities,2020,1217
Tennessee,Transit Fatalities,2019,2
Tennessee,Recreational boating fatalities,2019,9
Tennessee,Rail fatalities,2019,17
Tennessee,Highway Fatalities,2019,1136
Tennessee,Transit Fatalities,2018,1
Tennessee,Recreational boating fatalities,2018,22
Tennessee,Rail fatalities,2018,19
Tennessee,Highway Fatalities,2018,1040
Tennessee,Transit Fatalities,2017,1
Tennessee,Recreational boating fatalities,2017,16
Tennessee,Rail fatalities,2017,11
Tennessee,Highway Fatalities,2017,1024
Tennessee,Transit Fatalities,2016,1
Tennessee,Recreational boating fatalities,2016,18
Tennessee,Rail fatalities,2016,10
Tennessee,Highway Fatalities,2016,1037
Tennessee,Transit Fatalities,2015,2
Tennessee,Recreational boating fatalities,2015,13
Tennessee,Rail fatalities,2015,16
Tennessee,Highway Fatalities,2015,962
Tennessee,Transit Fatalities,2014,1
Tennessee,Recreational boating fatalities,2014,14
Tennessee,Rail fatalities,2014,16
Tennessee,Highway Fatalities,2014,963
Tennessee,Transit Fatalities,2013,1
Tennessee,Recreational boating fatalities,2013,20
Tennessee,Rail fatalities,2013,7
Tennessee,Highway Fatalities,2013,995
Tennessee,Transit Fatalities,2012,0
Tennessee,Recreational boating fatalities,2012,21
Tennessee,Rail fatalities,2012,14
Tennessee,Highway Fatalities,2012,1015
Tennessee,Transit Fatalities,2011,2
Tennessee,Recreational boating fatalities,2011,22
Tennessee,Rail fatalities,2011,19
Tennessee,Highway Fatalities,2011,937
Tennessee,Transit Fatalities,2010,3
Tennessee,Recreational boating fatalities,2010,19
Tennessee,Rail fatalities,2010,10
Tennessee,Highway Fatalities,2010,1032
Texas,Transit Fatalities,2023,16
Texas,Recreational boating fatalities,2023,
Texas,Rail fatalities,2023,94
Texas,Highway Fatalities,2023,
Texas,Transit Fatalities,2022,23
Texas,Recreational boating fatalities,2022,34
Texas,Rail fatalities,2022,96
Texas,Highway Fatalities,2022,
Texas,Transit Fatalities,2021,18
Texas,Recreational boating fatalities,2021,58
Texas,Rail fatalities,2021,84
Texas,Highway Fatalities,2021,4498
Texas,Transit Fatalities,2020,18
Texas,Recreational boating fatalities,2020,59
Texas,Rail fatalities,2020,45
Texas,Highway Fatalities,2020,3876
Texas,Transit Fatalities,2019,18
Texas,Recreational boating fatalities,2019,43
Texas,Rail fatalities,2019,77
Texas,Highway Fatalities,2019,3619
Texas,Transit Fatalities,2018,15
Texas,Recreational boating fatalities,2018,38
Texas,Rail fatalities,2018,48
Texas,Highway Fatalities,2018,3648
Texas,Transit Fatalities,2017,10
Texas,Recreational boating fatalities,2017,63
Texas,Rail fatalities,2017,54
Texas,Highway Fatalities,2017,3732
Texas,Transit Fatalities,2016,12
Texas,Recreational boating fatalities,2016,53
Texas,Rail fatalities,2016,66
Texas,Highway Fatalities,2016,3797
Texas,Transit Fatalities,2015,17
Texas,Recreational boating fatalities,2015,44
Texas,Rail fatalities,2015,56
Texas,Highway Fatalities,2015,3582
Texas,Transit Fatalities,2014,5
Texas,Recreational boating fatalities,2014,39
Texas,Rail fatalities,2014,64
Texas,Highway Fatalities,2014,3536
Texas,Transit Fatalities,2013,9
Texas,Recreational boating fatalities,2013,31
Texas,Rail fatalities,2013,52
Texas,Highway Fatalities,2013,3389
Texas,Transit Fatalities,2012,21
Texas,Recreational boating fatalities,2012,32
Texas,Rail fatalities,2012,67
Texas,Highway Fatalities,2012,3408
Texas,Transit Fatalities,2011,18
Texas,Recreational boating fatalities,2011,37
Texas,Rail fatalities,2011,52
Texas,Highway Fatalities,2011,3054
Texas,Transit Fatalities,2010,12
Texas,Recreational boating fatalities,2010,28
Texas,Rail fatalities,2010,55
Texas,Highway Fatalities,2010,3023
Utah,Transit Fatalities,2023,5
Utah,Recreational boating fatalities,2023,
Utah,Rail fatalities,2023,4
Utah,Highway Fatalities,2023,
Utah,Transit Fatalities,2022,4
Utah,Recreational boating fatalities,2022,4
Utah,Rail fatalities,2022,8
Utah,Highway Fatalities,2022,
Utah,Transit Fatalities,2021,1
Utah,Recreational boating fatalities,2021,11
Utah,Rail fatalities,2021,3
Utah,Highway Fatalities,2021,328
Utah,Transit Fatalities,2020,4
Utah,Recreational boating fatalities,2020,10
Utah,Rail fatalities,2020,5
Utah,Highway Fatalities,2020,276
Utah,Transit Fatalities,2019,2
Utah,Recreational boating fatalities,2019,7
Utah,Rail fatalities,2019,8
Utah,Highway Fatalities,2019,248
Utah,Transit Fatalities,2018,7
Utah,Recreational boating fatalities,2018,9
Utah,Rail fatalities,2018,6
Utah,Highway Fatalities,2018,260
Utah,Transit Fatalities,2017,2
Utah,Recreational boating fatalities,2017,3
Utah,Rail fatalities,2017,4
Utah,Highway Fatalities,2017,273
Utah,Transit Fatalities,2016,4
Utah,Recreational boating fatalities,2016,5
Utah,Rail fatalities,2016,2
Utah,Highway Fatalities,2016,281
Utah,Transit Fatalities,2015,7
Utah,Recreational boating fatalities,2015,5
Utah,Rail fatalities,2015,3
Utah,Highway Fatalities,2015,278
Utah,Transit Fatalities,2014,2
Utah,Recreational boating fatalities,2014,5
Utah,Rail fatalities,2014,3
Utah,Highway Fatalities,2014,256
Utah,Transit Fatalities,2013,2
Utah,Recreational boating fatalities,2013,12
Utah,Rail fatalities,2013,8
Utah,Highway Fatalities,2013,220
Utah,Transit Fatalities,2012,7
Utah,Recreational boating fatalities,2012,8
Utah,Rail fatalities,2012,5
Utah,Highway Fatalities,2012,217
Utah,Transit Fatalities,2011,7
Utah,Recreational boating fatalities,2011,8
Utah,Rail fatalities,2011,7
Utah,Highway Fatalities,2011,243
Utah,Transit Fatalities,2010,5
Utah,Recreational boating fatalities,2010,10
Utah,Rail fatalities,2010,5
Utah,Highway Fatalities,2010,253
Vermont,Transit Fatalities,2023,0
Vermont,Recreational boating fatalities,2023,
Vermont,Rail fatalities,2023,2
Vermont,Highway Fatalities,2023,
Vermont,Transit Fatalities,2022,0
Vermont,Recreational boating fatalities,2022,2
Vermont,Rail fatalities,2022,0
Vermont,Highway Fatalities,2022,
Vermont,Transit Fatalities,2021,0
Vermont,Recreational boating fatalities,2021,7
Vermont,Rail fatalities,2021,1
Vermont,Highway Fatalities,2021,74
Vermont,Transit Fatalities,2020,1
Vermont,Recreational boating fatalities,2020,4
Vermont,Rail fatalities,2020,0
Vermont,Highway Fatalities,2020,62
Vermont,Transit Fatalities,2019,0
Vermont,Recreational boating fatalities,2019,4
Vermont,Rail fatalities,2019,2
Vermont,Highway Fatalities,2019,47
Vermont,Transit Fatalities,2018,0
Vermont,Recreational boating fatalities,2018,3
Vermont,Rail fatalities,2018,0
Vermont,Highway Fatalities,2018,68
Vermont,Transit Fatalities,2017,0
Vermont,Recreational boating fatalities,2017,3
Vermont,Rail fatalities,2017,1
Vermont,Highway Fatalities,2017,69
Vermont,Transit Fatalities,2016,0
Vermont,Recreational boating fatalities,2016,1
Vermont,Rail fatalities,2016,1
Vermont,Highway Fatalities,2016,62
Vermont,Transit Fatalities,2015,0
Vermont,Recreational boating fatalities,2015,0
Vermont,Rail fatalities,2015,5
Vermont,Highway Fatalities,2015,57
Vermont,Transit Fatalities,2014,0
Vermont,Recreational boating fatalities,2014,1
Vermont,Rail fatalities,2014,1
Vermont,Highway Fatalities,2014,44
Vermont,Transit Fatalities,2013,0
Vermont,Recreational boating fatalities,2013,1
Vermont,Rail fatalities,2013,2
Vermont,Highway Fatalities,2013,69
Vermont,Transit Fatalities,2012,0
Vermont,Recreational boating fatalities,2012,0
Vermont,Rail fatalities,2012,1
Vermont,Highway Fatalities,2012,77
Vermont,Transit Fatalities,2011,0
Vermont,Recreational boating fatalities,2011,3
Vermont,Rail fatalities,2011,0
Vermont,Highway Fatalities,2011,55
Vermont,Transit Fatalities,2010,0
Vermont,Recreational boating fatalities,2010,0
Vermont,Rail fatalities,2010,1
Vermont,Highway Fatalities,2010,71
Virginia,Transit Fatalities,2023,3
Virginia,Recreational boating fatalities,2023,
Virginia,Rail fatalities,2023,17
Virginia,Highway Fatalities,2023,
Virginia,Transit Fatalities,2022,1
Virginia,Recreational boating fatalities,2022,16
Virginia,Rail fatalities,2022,9
Virginia,Highway Fatalities,2022,
Virginia,Transit Fatalities,2021,5
Virginia,Recreational boating fatalities,2021,18
Virginia,Rail fatalities,2021,15
Virginia,Highway Fatalities,2021,973
Virginia,Transit Fatalities,2020,3
Virginia,Recreational boating fatalities,2020,21
Virginia,Rail fatalities,2020,5
Virginia,Highway Fatalities,2020,850
Virginia,Transit Fatalities,2019,1
Virginia,Recreational boating fatalities,2019,20
Virginia,Rail fatalities,2019,20
Virginia,Highway Fatalities,2019,831
Virginia,Transit Fatalities,2018,3
Virginia,Recreational boating fatalities,2018,11
Virginia,Rail fatalities,2018,16
Virginia,Highway Fatalities,2018,820
Virginia,Transit Fatalities,2017,0
Virginia,Recreational boating fatalities,2017,10
Virginia,Rail fatalities,2017,16
Virginia,Highway Fatalities,2017,839
Virginia,Transit Fatalities,2016,3
Virginia,Recreational boating fatalities,2016,21
Virginia,Rail fatalities,2016,13
Virginia,Highway Fatalities,2016,760
Virginia,Transit Fatalities,2015,0
Virginia,Recreational boating fatalities,2015,9
Virginia,Rail fatalities,2015,19
Virginia,Highway Fatalities,2015,754
Virginia,Transit Fatalities,2014,1
Virginia,Recreational boating fatalities,2014,17
Virginia,Rail fatalities,2014,9
Virginia,Highway Fatalities,2014,703
Virginia,Transit Fatalities,2013,1
Virginia,Recreational boating fatalities,2013,11
Virginia,Rail fatalities,2013,10
Virginia,Highway Fatalities,2013,740
Virginia,Transit Fatalities,2012,1
Virginia,Recreational boating fatalities,2012,15
Virginia,Rail fatalities,2012,13
Virginia,Highway Fatalities,2012,776
Virginia,Transit Fatalities,2011,2
Virginia,Recreational boating fatalities,2011,21
Virginia,Rail fatalities,2011,10
Virginia,Highway Fatalities,2011,764
Virginia,Transit Fatalities,2010,0
Virginia,Recreational boating fatalities,2010,14
Virginia,Rail fatalities,2010,10
Virginia,Highway Fatalities,2010,740
Washington,Transit Fatalities,2023,5
Washington,Recreational boating fatalities,2023,
Washington,Rail fatalities,2023,28
Washington,Highway Fatalities,2023,
Washington,Transit Fatalities,2022,8
Washington,Recreational boating fatalities,2022,18
Washington,Rail fatalities,2022,23
Washington,Highway Fatalities,2022,
Washington,Transit Fatalities,2021,8
Washington,Recreational boating fatalities,2021,14
Washington,Rail fatalities,2021,27
Washington,Highway Fatalities,2021,670
Washington,Transit Fatalities,2020,4
Washington,Recreational boating fatalities,2020,28
Washington,Rail fatalities,2020,24
Washington,Highway Fatalities,2020,574
Washington,Transit Fatalities,2019,3
Washington,Recreational boating fatalities,2019,27
Washington,Rail fatalities,2019,20
Washington,Highway Fatalities,2019,538
Washington,Transit Fatalities,2018,6
Washington,Recreational boating fatalities,2018,21
Washington,Rail fatalities,2018,22
Washington,Highway Fatalities,2018,539
Washington,Transit Fatalities,2017,7
Washington,Recreational boating fatalities,2017,15
Washington,Rail fatalities,2017,35
Washington,Highway Fatalities,2017,563
Washington,Transit Fatalities,2016,8
Washington,Recreational boating fatalities,2016,18
Washington,Rail fatalities,2016,10
Washington,Highway Fatalities,2016,536
Washington,Transit Fatalities,2015,3
Washington,Recreational boating fatalities,2015,29
Washington,Rail fatalities,2015,23
Washington,Highway Fatalities,2015,551
Washington,Transit Fatalities,2014,3
Washington,Recreational boating fatalities,2014,22
Washington,Rail fatalities,2014,13
Washington,Highway Fatalities,2014,462
Washington,Transit Fatalities,2013,8
Washington,Recreational boating fatalities,2013,17
Washington,Rail fatalities,2013,15
Washington,Highway Fatalities,2013,436
Washington,Transit Fatalities,2012,3
Washington,Recreational boating fatalities,2012,30
Washington,Rail fatalities,2012,13
Washington,Highway Fatalities,2012,438
Washington,Transit Fatalities,2011,5
Washington,Recreational boating fatalities,2011,15
Washington,Rail fatalities,2011,22
Washington,Highway Fatalities,2011,454
Washington,Transit Fatalities,2010,2
Washington,Recreational boating fatalities,2010,18
Washington,Rail fatalities,2010,16
Washington,Highway Fatalities,2010,460
West Virginia,Transit Fatalities,2023,0
West Virginia,Recreational boating fatalities,2023,
West Virginia,Rail fatalities,2023,7
West Virginia,Highway Fatalities,2023,
West Virginia,Transit Fatalities,2022,0
West Virginia,Recreational boating fatalities,2022,3
West Virginia,Rail fatalities,2022,8
West Virginia,Highway Fatalities,2022,
West Virginia,Transit Fatalities,2021,0
West Virginia,Recreational boating fatalities,2021,1
West Virginia,Rail fatalities,2021,3
West Virginia,Highway Fatalities,2021,280
West Virginia,Transit Fatalities,2020,0
West Virginia,Recreational boating fatalities,2020,5
West Virginia,Rail fatalities,2020,7
West Virginia,Highway Fatalities,2020,267
West Virginia,Transit Fatalities,2019,0
West Virginia,Recreational boating fatalities,2019,2
West Virginia,Rail fatalities,2019,7
West Virginia,Highway Fatalities,2019,260
West Virginia,Transit Fatalities,2018,0
West Virginia,Recreational boating fatalities,2018,4
West Virginia,Rail fatalities,2018,5
West Virginia,Highway Fatalities,2018,294
West Virginia,Transit Fatalities,2017,0
West Virginia,Recreational boating fatalities,2017,3
West Virginia,Rail fatalities,2017,7
West Virginia,Highway Fatalities,2017,304
West Virginia,Transit Fatalities,2016,0
West Virginia,Recreational boating fatalities,2016,5
West Virginia,Rail fatalities,2016,3
West Virginia,Highway Fatalities,2016,269
West Virginia,Transit Fatalities,2015,0
West Virginia,Recreational boating fatalities,2015,2
West Virginia,Rail fatalities,2015,2
West Virginia,Highway Fatalities,2015,268
West Virginia,Transit Fatalities,2014,0
West Virginia,Recreational boating fatalities,2014,3
West Virginia,Rail fatalities,2014,9
West Virginia,Highway Fatalities,2014,272
West Virginia,Transit Fatalities,2013,1
West Virginia,Recreational boating fatalities,2013,3
West Virginia,Rail fatalities,2013,13
West Virginia,Highway Fatalities,2013,332
West Virginia,Transit Fatalities,2012,0
West Virginia,Recreational boating fatalities,2012,4
West Virginia,Rail fatalities,2012,7
West Virginia,Highway Fatalities,2012,339
West Virginia,Transit Fatalities,2011,1
West Virginia,Recreational boating fatalities,2011,8
West Virginia,Rail fatalities,2011,9
West Virginia,Highway Fatalities,2011,338
West Virginia,Transit Fatalities,2010,1
West Virginia,Recreational boating fatalities,2010,8
West Virginia,Rail fatalities,2010,5
West Virginia,Highway Fatalities,2010,315
Wisconsin,Transit Fatalities,2023,0
Wisconsin,Recreational boating fatalities,2023,
Wisconsin,Rail fatalities,2023,10
Wisconsin,Highway Fatalities,2023,
Wisconsin,Transit Fatalities,2022,2
Wisconsin,Recreational boating fatalities,2022,20
Wisconsin,Rail fatalities,2022,9
Wisconsin,Highway Fatalities,2022,
Wisconsin,Transit Fatalities,2021,3
Wisconsin,Recreational boating fatalities,2021,23
Wisconsin,Rail fatalities,2021,12
Wisconsin,Highway Fatalities,2021,620
Wisconsin,Transit Fatalities,2020,1
Wisconsin,Recreational boating fatalities,2020,22
Wisconsin,Rail fatalities,2020,9
Wisconsin,Highway Fatalities,2020,612
Wisconsin,Transit Fatalities,2019,2
Wisconsin,Recreational boating fatalities,2019,9
Wisconsin,Rail fatalities,2019,7
Wisconsin,Highway Fatalities,2019,567
Wisconsin,Transit Fatalities,2018,1
Wisconsin,Recreational boating fatalities,2018,21
Wisconsin,Rail fatalities,2018,8
Wisconsin,Highway Fatalities,2018,589
Wisconsin,Transit Fatalities,2017,3
Wisconsin,Recreational boating fatalities,2017,25
Wisconsin,Rail fatalities,2017,8
Wisconsin,Highway Fatalities,2017,613
Wisconsin,Transit Fatalities,2016,0
Wisconsin,Recreational boating fatalities,2016,20
Wisconsin,Rail fatalities,2016,3
Wisconsin,Highway Fatalities,2016,607
Wisconsin,Transit Fatalities,2015,0
Wisconsin,Recreational boating fatalities,2015,20
Wisconsin,Rail fatalities,2015,9
Wisconsin,Highway Fatalities,2015,566
Wisconsin,Transit Fatalities,2014,1
Wisconsin,Recreational boating fatalities,2014,9
Wisconsin,Rail fatalities,2014,16
Wisconsin,Highway Fatalities,2014,506
Wisconsin,Transit Fatalities,2013,1
Wisconsin,Recreational boating fatalities,2013,12
Wisconsin,Rail fatalities,2013,6
Wisconsin,Highway Fatalities,2013,543
Wisconsin,Transit Fatalities,2012,2
Wisconsin,Recreational boating fatalities,2012,23
Wisconsin,Rail fatalities,2012,5
